shame,"I was with a group of people and everybody told me to do or say  
something.  It was a confusing, strong and traumatic situation  
for me.",
neutral,"One night, at a friend's place I realized that I had everything I  
most wished, around me.",
fear,"During a demonstration I climbed up the closed central door of a  
bus.  the bus stopped I had to go back to the same place,  
afraid that the police would see me.   ",
anger,"I saw parents punishing their little child for something he  
had not done.  In my opinion, even if he had done it he should  
not have been punished for it.",
sadness,"A friend of mine was hurt as he thought that our relationship was  
not the same as before and something had gone wrong.",
disgust,"I was young, one day in the car we fell sick and ended up  
vomitting on each other.",
shame,"The parents of a friend of mine surprised us and another couple  
sleeping in thier place.",
guilt,"A friend of mine felt bad because of something I had done to  
something that belonged to him.",
neutral,"they told me that I had been admitted to the faculty of  
medicine.",
fear,Almost always I go to fetch the results of an exam.,
anger,[ No description.],
sadness,"I decided not to out any longer with a girl whom I liked  
quite a lot.  This made me feel low for a some time.",
disgust,"I saw a program on T.V where they had to saw a skull for an         
operation.",
shame,"I was watching T.V with my parents and some pornographic scenes  
came on, I felt uncomfortable and tried to distract my parents  
attention by talking to them.",
guilt,"I used an adjective for a person without knowing what it  
meant.   I got to know the meaning, I felt guilty as it was  
a clear and unfair insult.",
neutral,I obtained good marks in a subject I had failed before.,
fear,a friend of mine told me a horror story.,
anger,"I was with my family and we found some abandoned puppies.  I  
wanted to help them but everyone said no.  We then left.",
sadness,At my grandfather's death.,
disgust,Seeing a film in which there were several bloody crimes.,
shame,"At a concert an old man arrived and began to danse, sing and do  
silly things.",
guilt,"I had an argument with a friend of mine.  She would not let me  
speak and then I began to shout at her.  She got angry and left,  
I did not try to prevent her from leaving.",
neutral,"I was told that they had got tickets for me for a film  
marathon I wanted to see.",
fear,"We were on the road in a car a lorry bypassed us.  We had to  
swerve and we almost got run over.",
sadness,"I received a letter from some friends, who do not live in Madrid,  
telling me that they would not come on holiday.  I had arranged  
everythiing for them.",
disgust,"I found a big, black spider near a bag of food.",
guilt,"I had arranged to meet my friends at a certain place, and I was  
with other people.  My friends did not arrive and the people who  
were with me began to get tired.  My friends were one hour late.",
neutral,The man I am going around with gave me a very special present.,
fear,"I thought that I would be scolded for a comment I had made, which  
I should not have made.",
anger,"My sister came back home and reproached me for not having tidied  
up the house, although I had been working all morning and she had  
done nothing.",
sadness,"At my grandfather's funeral.  I remembered that the thing he  
liked and respected most was earth, I thought that he had  
attained what he wanted and was not separated from it any longer.",
shame,"In a very crowded shop I was distracted and missed my turn in the  
queue.  A woman who was behind me began to shout at me asking me  
either to pay more attention or to leave.",
neutral,"I saw a friend of mine, whom I had not seen for a long time  
and I had lost his address and telephone number.",
fear,"I was in my village a bull jumped over a fence and started  
chasing my friends and me.  We were very frightened till we  
climbed up a tree.",
anger,"I saw a car run over a child, out of carelessness.",
sadness,"I failed a subject despite the fact that I had studied quite a  
lot for it.",
disgust,I was walking in a field which had a lot of manure.,
shame,"I liked a boy and I would feel shy and then blush.  The more I  
wanted to avoid it the more I blushed.",
guilt,"I am not very affectionate and I feel guilty as I do not give as  
much affection as I receive.",
neutral,"I was spending the week-end with some friends.  We were waiting  
for another friend and we went to the meet him at the bus stop, a   
woman we met there told us that the coach had already left.  I  
was afraid that I would not see my friend, but at last we found  
him.",
fear,"I was walking down a little village at night.  There was nobody  
in the steet.  A dog began to bark, I felt that it was following  
me.  Then I began to run, the other dogs started barking too.  At  
last I arrived home.",
anger,My parents did not let me go on holidays with my friends.,
sadness,I was told that a friend of mine was going to Mexico for good.,
disgust,Finding a hair in the soup.,
guilt,"I had promised to say goodbye to a person who was going on a  
trip, and I did not turn up.",
neutral,"I was on holidays, and I was going to meet a friend whom I had  
not seen for six months.  Again I felt very happy.",
fear,"We were camping in the mountains, and a friend and I went for a  
walk.  It was getting darker and darker and we were not sure of  
the right way back.",
anger,"I sent a book to a friend of mine.  The book meant a lot to me  
and he lost it.",
sadness,To say goodbye to dear friends after the holidays.,
disgust,"Ever since I have been a child, the sight of any kind of wound.",
shame,"At the seaside, a wave suddenly came and took off my bikini.",
guilt,"One night, I went out with some friends for dinner and I did not  
tell my parents that I would come back late.  I thought of  
phoning but in the end I did not.  I arrived home, my  
parents were very worried.",
neutral,"My sister in law was about to have a child, and there were some  
problems.  They had to do a Caesarean.  After a while, everything   
was all right.",
fear,Waiting for my marks in a difficult subject.,
anger,"I gave some personal information to a friend of mine, and he told  
it to some others who were implicated in the affair.",
disgust,"There was a cat on the street.  It had been run over and its head was  
open.  We passed beside it.",
shame,"At a meeting with over one hundred people, they decided who had to speak  
from the stand by drawing lots.",
guilt,"I had a small argument with a relative and some other people got  
implicated.  It resulted in a proper row.",
neutral,"Last course, I passed with good marks three subjects which I had  
previously failed.",
fear,I was attacked by a man at a bus stop at night.,
anger,"My mother told me that I could not go to the mountains.  Despite  
my age, as long as I am in her house I must do what she says.",
sadness,"my nephew was taken to hospital with meningitis and we did  
not know what would happen.",
disgust,"I was drinking coffee in a cafe and I found a piece of scrubber  
in my cup.",
neutral,"One evening, I was with a group of friends having a talk.  There  
was a very trustful and neutralful atmosphere.",
fear,"We were walking in the park at night.  It was very dark and very  
late.  We began to hear foot steps all around us, and we could  
not find our way out.",
anger,"[ One day I arrived home rather tired and found the house..... In  
addition I was asked many questions which I did not want to  
answer.]",
sadness,"I was selected to do a rest for a foreign ballet but I did not  
have the money to do it.",
disgust,"In a film there was a scene in which a rat was sliding on a bed,  
leaving a trace of blood behind, finally it entered the mouth of  
one of the actors.",
guilt,"At a party, several comments were made about the personal  
situation of one of the people present.  She was rather affected  
and uncomfortable.",
neutral,"It was Saturday, my duties were over for a few hours and I could  
at last be with the people I wanted to see.",
fear,"One night, I was alone at home.  My fear was caused by some  
strange noises which put my imagination to work.",
anger,"I got to know about the reaction of a friend of mine in a  
certain situation.  I had not expected him to react that way.",
sadness,"I felt alone among a large number of people.  I was sad to see  
that nobody cared about what was happening to me.",
disgust,I saw a sort of black worm being attacked by many ants.,
shame,I met a friend of mine after several months.  ,
guilt,I noticed the negative changes in a friend's behaviour. ,
neutral,"I was going to my village, after having been rather oppressed in  
Madrid. ",
fear,"I was watching a procession during the Holy week, and a penitent  
approached me.",
anger,"My mother read a letter that a friend of mine had written to me  
telling me how she had got drunk the last time.",
disgust,"I found a cockroach crushed between two folders in my bedroom, I  
called my mother.",
shame,"I ride my motorbike in my village and everyone stares at me as if  
I was a rare specimen.",
guilt,"I was spending a few days at my aunt's place.  One night I got  
home very late, I had told them I was going to a party but I went  
to another place.  They were very worried.",
neutral,"Last Summer I achieved someting that I had been wanting for a  
long time.",
fear,"I was in a camp and went out for a walk at night on my own.  I lost   
my way and spent several hours looking for the camp.",
anger,"My parents scolded me a lot for something I had not done.  It was  
my sister who had done it.",
disgust,At the hypocrisy of some of my friends.,
shame,"I greeted and embraced the wrong person thinking that it was my  
friend.",
guilt,"Due to a misunderstanding on my part, two of my best friends  
quarelled.",
fear,"we got lost in Florence and the coach did not turn up until  
midnight.  I had no place to go to and there were strange reports  
at the police station.",
anger,"an English teacher unfairly made me repeat a semester which  
I thought I had passed.  I had to ask my parents for some more  
money to carry on studying.",
sadness,"The person whom I liked most left me for a friend of mine, after  
several months of mutual help and a profound knowledge of each  
other.",
disgust,"In a park near our home, a group of young people who were  
strangely dressed were seated in the middle of the street.  They  
began to eat while carressing each other.",
shame,"I feel this emotion very often I try to express my feelings  
in public, because other people do not understand my reactions  
and think that I am silly. ",
guilt,"A friend of mine said in a group that she felt lonely and  
withdrawn from everyone because of mental deficiency.",
fear,"I was at home alone, I felt a super-natural force, dangerous  
for me and the people close to me.",
anger,"my father made my mother go through really terrible  
situations, I felt furious, impotent, nervous, upset, ........",
sadness,"a person whom I loved and admired a lot died.  I felt empty,  
lonely, helpless, without support, not knowing what to do.",
disgust,"I came to know that my father and his parents were : self  
interested, dirty, negative, egoist, bad peolpe,......",
shame,"I think that the only time I really felt shame was I was  
very young and I had to defecate on the street.  I was very  
worried in case someone should see me.",
guilt,"I was young I felt guilty because I thought that I had  
commited a grave sin.",
fear,"We were riding in a friend's car.  He was driving very fast and  
suddenly a another car crossed the road in front of us.  My  
friend had to turn the car rapidly.",
sadness,"I went to see the result of an exam and saw that I had  
failed.",
disgust,"I was getting up, I found a live cockroach in my bedroom.",
shame,"The mother of a friend of mine passed by me and saw me sitting  
on a boy's lap.  I tried to greet her but could not help  
blushing.",
guilt,"A friend of mine had the sleeves of a leather coat stolen from  
his car.  It was me who had left them there for everyone to see.",
neutral,"The final marks were to be given in the morning.  I wanted to get  
there late because I was very afraid.  I arrived there,  
everybody was very happy and I had also passed.  We had a  
wonderful time all day long.",
fear,"I went to visit a friend in hospital.  He was going to be  
operated the next day.  I was afraid that they would not let me  
in and I did not know what his reaction would be on seeing me.",
anger,"A friend of mine played a joke on another friend over the  
telephone.  This friend, crying, called me and I got very angry  
and made the other person apologize.",
disgust," I was at a friend's place for lunch and she fell ill and  
vomited.",
shame,"I was dancing in a theatre.  I was not sure whether some frieends  
of mine had come to see me.  I was very scared of doing things  
wrong.",
neutral,"On holiday, seeing the lanscape in Gerona.",
fear,Travelling by coach on a rather narrow and wet road.,
anger,"They wanted me to pay for a ticket twice because they said that  
the one I had was out of date.",
sadness,I came back from my holidays.,
disgust,I saw an insect going up my arm.,
shame,I entered a bar looking for a friend.,
guilt,"Arguing with my younger cousin.  She is rather a nuisance but I  
felt sorry.",
neutral,"some friends of mine asked me to go camping with them for a  
fortnight.",
fear,"Once, I was very young, my mother left me alone in the  
house and came back very late.",
anger,"my aunt told me angrily that I was a good-for-nothing and  
she was fed up with my behaviour.",
sadness,"my parents and sister went on a trip and I was separated  
from them for about three months.",
disgust,a person I did not know hurt a friend of mine.,
guilt,"Once, I arrived home very late, my parents had an argument  
because of this; my mother wanted to stand up for me.",
neutral,"I phoned a friend of mine to ask her for news about the marks in  
an exam.  She told me that I had passed.",
fear,"I was spending my summer holidays in a village.  My friend and I  
were coming back from a discotheque at night and we heard a noise  
from an alley.  We were very scared and we got into my friend's house.  
 A moment later, an unknown car picked up a person from this  
alley.",
anger,"My mother and I had an argument over buying some clothes for me.   
She did not accept the fact that I did not like the same things  
as her, and we ended up shouting at each other.",
sadness,"One day, I was home and there was a phone call informing me that  
some of my relatives had died in an accident.",
disgust,"I saw a film in which there was a scene where women were cut  
to pieces.  Above all, it was the blood and the confusion which  
impressed me most.",
shame,"I was walking to school and I passed by a red cross post where  
there were many soldiers.  They began to pass remarks at me.",
guilt,"A friend of mine trusted me to back her in a decision she had  
made.  But the moment came I did not agree with her opinion.",
neutral,"I was told that I had passed the statistics exam.  I had not  
expected this so I was very happy.",
sadness,my grandfather died.,
disgust,opened a box of biscuits and found worms inside.,
shame,"I was young I was told to to the shop to buy a dozen eggs.   
I went and asked for one egg and the people in the shop laughed  
at me and so did my family I told them what had happened.",
guilt,"I arrived home late at night.  I know that my mother gets  
worried and this made me feel angry.",
fear,"I was told that my daughter, who is at a boarding school,  
was very ill and that they needed me there the same day.",
anger,"One day in a clinic, the father of a child came in and assaulted  
a colleague for something that she had not done deliberately.",
sadness,I was told that my uncle had passed away.,
shame,"One day I came back home, I found my favourite dish broken.   
I blamed the servant for it, later I found out that it was not  
the servant but my daughter who had broken it.",
guilt,I did not give back a text book to a friend in time.,
neutral,"a cousin of mine was discharged from the hospital after        
a long illness.  I had thought that this illness would never end.",
fear,"a man who had a knife grabbed me and threatened me with it,    
during my holidays in Monze. 
",
anger,"A certain friend tried to push me off a seat in a very violent  
way for no apparent reason.  It may be that he was excited about  
something.",
sadness,"the neighbour of a friend of mine was stabbed to death by  
thieves in Kabwe.  They stole his van.",
disgust,"we were young, a friend of mine tried to dissect a frog while   
we were playing near his home.",
shame,"The time I shouted at most of my friends at a party.  It was as if  
 all my friends had done something wrong, or may be it was the  
influence of the beer.",
guilt,"I blamed my niece for misplacing my book, she denied having  
touched or seen it but I carried on insisting that it was her.",
neutral,"After going through much shame, I became a Christian and  
something new happened in my heart.  neutral that overflows was  
manifest in me.",
fear,"I was about six years old, I mistook a cat for a leopard       
it entered my room at night.",
anger,"a person the same age as me insisted that I call him  
""Mister"".  I refused to succumb, but he persisted and I got angry  
as he had belittled me.",
sadness,"I lost my father on the 25th of September,1970.  He died of  
a sore on the leg.",
disgust,"I failed the grade 7 twice and only passed it the third  
time.",
shame,"I was going around with a foreigner's wife and my entire family  
got to know about it, this was just I had become a  
Christian.",
guilt,"they found out that I was absent from school, I had gone to  
the girl's secondary school.",
neutral,I first passed a job interview.,
fear,"I was almost caught in the girls hostel by the security men, I  
would have been expelled from school had I been caught.",
anger,"I was accused of having refused to do some hostel work while  
I was at school.  Actually I had not been allocated any work.",
disgust,"I usually come back home early but this day I came home back late  
to find some visitors at my place.",
shame,"I got pass marks in the H.S.S compulsory courses while most  
people performed well.",
neutral,I heard that I had made it to the second year at UNZA.,
fear,"my father's home was to be broken into by thieves who had  
guns.",
anger,"a friend tried to back bite me on false grounds.  This made  
me wonder if he was a really a good friend.",
disgust,"someone whom I trusted, disappointed me terribly.",
shame,"I was with my colleagues and we met an elderly man who was very  
drunk, as he approached us he started to undress.",
guilt,"I lied to my mum, who later came to know that what I had  
been teling her was false.",
fear,someone tried to bewitch me and my friends at night.,
anger,"I was victimized for running away with a girl who was  
somebody else's wife and niece at the same time.  I was very  
angry over this issue because I was told to pay him money after  
having been punished for it. ",
sadness,"1976, Soweto uprising in South Africa and the racist Gout's  
reaction to the students demands concerning the educational  
system.",
disgust,"I got  grade ""C"" in M160 at the end of my first year at  
UNZA.  I had expected a ""C+"" or a ""B"" as M160 is easy, going by my  
capacity in mathematics.",
fear,"I was walking at night, I saw fire suspended in the air and  
it was split into several segments by something I could not see.   
I suspected that it was witch-craft.",
disgust,"I was refused a transfer from my school to another, simply  
because it was far away from my house.",
shame,"I was taking an exam in grade 5.  The examinator found me  
with a note-book and accused me of copying, All the students  
laughed at me.",
guilt,I was caught stealing mangoes in a certain compound.,
fear,"I went to town in a double dekker bus.  The bus was about to  
fall on the way the driver controlled it.  It had almost  
fallen.",
anger,"I was in form 3, my aunts lied to my daddy telling him that  
I had told them that I was pregnant.  My daddy  told my mother  
and she asked me if it was true.  I was very angry with my aunts.",
sadness,I received a letter telling me that my mother was very ill.,
disgust,"a drunkard, in town yelled at me saying that I was a  
prostitute.",
guilt,"I went to my room-mate's drawer to see if she had an iron   
which I could use, she came in.  I felt guilty as she may have  
thought that I had been stealing.",
neutral,I had my four children.,
fear,two of my children were critically ill with measles.,
anger,I got a low grade in an administration course.,
sadness,I got divorced from my husband after ten years of marriage.,
disgust,"my mother betrayed me by obtaining money from my husband  
we were separated - pending divorce.",
guilt,I beat up my son for having beaten up his sister.,
neutral,"This happened I went to check my first year results, I had   
thought that I would fail and I found that I had a clear pass in  
all my courses.",
fear,"I woke up at night to find a fire spreading towards the bed  
-rooms.  I was very frightened as I realized that I faced death.",
anger,a friend of mine was trying to make a fool out of me.,
sadness,"I experienced this emotion my friend committed suicide after  
we had spent the afternoon playing and discussing life and it's  
problems.",
disgust,"I heard of the assassination of the Indian prime-minister,  
Indira Gandhi.",
shame,"I got drunk at a party and made a fool of myself by  
vomitting all over the place and insulting the people who were  
there with me.",
guilt,"I was caught sneaking back into the house at night after  
having  gone to a disco without permission.",
fear,a thief broke into my house at night.,
anger,my sister broke my china tea set.,
sadness,I felt very sad my son died after a short illness.,
disgust,I met my best friend's husband with a prostitute.,
shame,I failed to answer a simple question.,
neutral,I learnt that I was selected for form I.,
sadness,"a friend, who has been with me at school, failed to make it  
to UNZA.",
shame,I choked on a cold drink in front of girls who were strangers.,
neutral,I passed the grade 7 exam.,
fear,"I was told by the doctor, after many months of coughing,  
that I had tuberculosis.",
anger,"a cousin of mine took my bottle of T.B tablets, put water in  
it and threw it in the dust-bin.",
sadness,"This happened one of my uncles died just whan I was  
planning to go and visit him during the next holidays.",
shame,"five of my friends at the secondary school found out the bad  
things that I had been saying about them.",
guilt,"my mother returned from a holiday, I told her a lie i.e my  
father had brought another woman home while she was away.",
neutral,The time I qualified to enter secondary school.,
fear,"One evening I saw the old guard-man I knew, change into something  
inhuman for about 5-10 seconds, this really frightened me.",
anger,"I was mistakenly accused of being a thief I accidently  
gave a fake coin at a counter.  I realized this before I handed  
over the coin, but the man called me a thief and called a  
witness.",
sadness,"The day I woke up to find that a kitten I had wanted to keep had  
been eaten by the neighbour's dogs.  It had been locked out by my  
wife who claimed that it had dirtied the sheets.",
disgust,"The day I was forced to use a public convenience place in town.   
It was so filthy that it really made me sick.",
shame,"My mother caught me stealing some food I was a young  
boy.",
guilt,"I gave in to what my wife wanted and locked the cat out, it  
was killed by the dogs.",
neutral,"I felt neutral I came to know Christ.  That is I became a  
Christian.",
fear,I broke the window pane of my next door neighbour's house.,
sadness,I heard that my nephew had passed away.,
disgust,my father thought that I was an unrelaible son.,
guilt,I insulted an elderly person for no reason.,
neutral,"my uncle gave me my first year's results.  I opened the  
envelope and my eyes ran into two ""B+"" - in EC110 and M160, this  
meant that I had qualified for a major in economics.",
fear,"I turned the knob of my granny's two band radio and did not hear  
any broadcast,  "" What ! Have I broken the knob ? How much does  
it cost ? What if the spare part is not available ? ""  --I did  
not know how to tune a radio.",
anger,"I peeped into Maurine's bedroom and saw two people - Maurine anbd  
my step-dad.  I thought, "" Why did she break her promises ? Why  
had she invited me ? Why do old men go for young girls ? """,
sadness,"I missed the chance of becoming a graduate in mining  
engineering, after having prayed one week in the church I was  
not even selected.",
disgust,"I stormed into the room, hoping to cool myself with some soft  
music from my three band radio cassette.  There was only young  
Kaley there and he explained, "" Your aunt has sold it as she  
wanted to buy clothes.""",
neutral,"This was the girl I was in love with accepted my proposal  
and everything went smoothly, just as I had wanted it to.  It was  
contrary to my previous feelings of uncertainty about her  
response.",
fear,"It was I dreamt that I had encountered Satan, he wanted to grab me  
and take me to his kingdom.  He was very repulsive and I have  
never seen anything like that before.",
anger,"This was I found out that a cousin of mine had taken away my  
trousers without my consent.",
sadness,"I failed a test at my primary school.  I was then in grade 7  
and we were about to take the main exam.",
disgust,"This was I saw, for the first time, a naked woman  
(prostitute) run away from a house after having been discovered  
by the guardian.",
shame,"This was I was discovered stealing a piece of bread at home,  
I was very hungry a few hours before supper.",
neutral,"I was in grade 7.  We had an inter-house volley-ball competition.  
 In Luapula I was the youngest member of the team and I scored   
the winning goal using my head.  I jumped up with neutral and fell  
down.",
fear,"I was escorting a relative on a bike, we passed by a dark road  
with bushas on each side.  Half way down this road, suddenly, we    
saw a white dog appear from one side.  Before we could do  
anything, it had vanished and moreover it did not seem to have  
any legs.",
anger,"The comrade staying next doors insulted me for what he called   
the misuse of his iron.  He called me stupid, self centered etc.   
I wanted to punch him but instead went for a walk to the mining  
school to cool off.",
sadness,"A close relative was at odds with a very powerful firm.  All his  
things had been taken, His dad had died a little before this  
event.  He gathhered his children and vowed to give them a good  
life with a new start - the words were hollow, he bit back his  
tears .....I asked to be excused and then went and cried in the  
loo.",
disgust,A pig in the well from which we drink.,
guilt,"I bumped my dad's car in a lamp post.  He was not at home then,  
neither was he home I left for the campus.  I did not tell  
him about the accident and I will never tell him.",
neutral,"I was at school whhen I received a letter from the dean of my  
school congratulating me for my performance at the previous  
year's exam. ",
fear,"This was at secondary school, a prefect framed up some case and  
took it to the deputy head-master.  I was called by the  
head-master and he threatened to suspend me.",
anger,"I travelled all the way to my former school to collect my  
certificate, only to be told that I owed them some money, I knew  
nothing about this.",
sadness,"My sister was in a hospital, later in the evening we received the  
information that she had died.",
disgust,"at school I thought that I was going to get the best results  
in mathematics, but it was someone else who got the prize.",
guilt,"I felt guilty I heard the results of my friend, who had  
failed.  I wished that I had helped him.",
neutral,My being admitted to UNZA.,
fear,While paddling in the river during a storm.  I feared drowning.,
anger,"I entrusted a friend with the delivery of some money to my  
father, however he misused the money.",
sadness,The loss of my mother.,
disgust,Over an argument.,
guilt,"I had sufficient amount of money, I brought more clothes for  
myself than for the children - I  felt bad about it.",
neutral,My first kiss.,
fear,I saw a ghost.,
anger,My trouser's zipper was open I was at a public wedding.,
sadness,a friend left me and went back home for good.,
disgust,I failed an exam.,
guilt,I caught a close relative with the servant of the house.,
fear,"The time I was threatened with expulsion from secondary school (form  
four).",
anger,"I discovered that the people I trusted most were talking  
behind my back.",
sadness,I heard about the death of my aunt.,
shame,"I was running in front of a crowd I slipped and fell on a  
wet lawn.",
guilt,I took drugs.,
neutral,"As the time to get the results drew near I became more and more  
anxious.  My friend called me and said, "" You have passed.""  My  
heart was full of neutral.",
fear,"I watched a very terrfying film in LT2.  This film really pushed  
my heart out of my body and I was forced to go out before the  
second reel ended.",
anger,""" I have been hearing rumours that you have not been allowing  
people in your room,"" he said.  This sentence really shot my  
heart.  I failed to find the right words, instead I walked away  
without uttering a word.",
sadness,"One Saturday morning I had got ready to go out swimming with my  
friends.  Unfortunately the weather did not permit it, so we  
stayed indoors.",
disgust,"One day I went to town to get my grocery.  On my way back, I took  
a mini bus which was full of drunk students.  I felt very  
disgusted.",
shame,"I had gone to aa bookshop to buy some books.  Somehow, I got very  
cross with the security guard checking through what I had bought.  
 I lost my temper and screamed at him.  Later I felt very ashamed  
at myself as a lot of people I know were there.",
neutral,"I heard that a close relative of mine had given birth at a  
very young age, in a very remote area and had had very few problems.",
anger,someone chased me from his house.,
sadness,"I realized that I did not have the basic things needed by a  
student like me.",
disgust,"some people, including me, are treated in a way which  
equates them to an animal or a thing.",
shame,"someone I know was caught in an ""adultery"" situation.",
guilt,"I did something wrong in the past and denied having done it  
asked about it later.",
fear,"The shooting started and we all lay down to protect ourselves  
from the flying bullets.  This incident occured on our way to  
Feira, during the Zambia army patrols in the Rhodesia war.",
anger,"I went to the dining hall and found that the cooks were cleaning  
the plates and there was no food for me, and the blue birds   
(security guards) were busy eating the food that was supposed to  
be for me.",
neutral,"a girl I wanted very much, said ""yes"" and fell in love with   
me.",
fear,"One evening, I had gone fishing with my friends, we heard  
the roar of a lion near by and had to run for our lives.",
sadness,my uncle died.,
shame,"I was double crossing my fiancee and one day she caught me red  
handed.  She forgave me later.  I was very ashamed of what I had  
done.",
guilt,"I took some money from my parent's house without asking them for  
it, and I was caught red handed.",
fear,"I was approaching my exam time and my books got stolen.  I was in  
a panic as I thought that I would not do well enough to be  
considered for the economics quota.  I cried a lot but that did  
not help and as the exam day came near a strange fear gripped me.",
anger,"I was annoyed this particular day as it seemad that the odds were  
not in my favour.  My grandfather added fuel to the fire, I   
had an important appointment so I unleashed my anger on him.",
disgust,I discovered that my mother had been involved in adultery.,
shame,"I was caught stealing food at my aunt's place.  I had tried to  
hide the food I had taken from the pantry while my aunt was in  
the kitchen, however she went to the pantry and discovered the  
stolen package.",
neutral,I was accepted at UNZA.,
fear,I heard a lion roar for the first time.,
anger,"a friend told me that my education had nothing to do with  
our discussion.  This friend has failed the 7th grade, what made  
me angry was that I had not used my education to argue.",
sadness,my beloved grandfather died.,
neutral,"I experienced neutral I got the results - I had made it to the  
second year.",
fear,"I was going home, I saw somathing which looked like a snake    
on the road but later I found out that it was only a stick.",
anger,"This happened recently, I  was in the dining hall and one of my  
friends with whom I was eating called me a fool.",
disgust,"This happened I could not get into the school I had  
initially wanted, and ended up doing something I had never  
thought I would do.",
shame,"I insulted the girl to whom I had proposed she turned me  
down.",
guilt,"My mother had sent me to buy a few things.  The change I brought  
back was not right as I had given away some money to a friend  
thinking that she would not notice it.  However, my mother told  
me that the change was not correct.",
neutral,my first child was born.,
fear,"I was walking through a thick forest and there was a big snake at  
a distance of about four metres.",
sadness,"my wife died in hospital, she was pregnant and had undergone  
an operation.",
disgust,"my best friend started getting involved in my private  
affairs.",
shame,"I was very drunk at a certain wedding party and I got involved in  
a fight.",
guilt,"I send a word to my boss through my servant telling him that I  
would not report for work as I was not feeling well and that the    
doctor had refused to give me sick leave.  My intention was  
actually to go out of Lusaka for a week-end.  I left the same day  
and the following morning my boss found me in Mongu.  I felt  
guilty asked to explain things on my return.",
neutral,I received a letter of acceptance from UNZA.,
fear,"We were driving at night and I realized that a car was following  
us.",
anger,I reachad home to find that my baby had not been bathed and fed.,
sadness,"I saw a dead child which was not covered, it had been knocked  
down by a car.",
disgust,I saw a friend's husband with another woman.,
shame,I scolded my sister without waiting for her explanation.,
guilt,"I accused my husband of being late deliberately he came to  
pick me up from work.",
neutral,"I was appointed by the Ministry of health to join the  
teaching staff of one of the medical colleges.",
anger,"the dean of UNZA asked me to vacate a big flat I was  
occupying and take up a smaller one as I was becoming a full time  
student at UNZA.",
sadness,"my close friend was involved in an accident and passed away  
instantly.  He had gone to buy a new car and had asked me to  
wait at his home so that I could see his new car.",
shame,"A patient, to whom I had given a powerful medicine, shouted at me  
in front of many people.  I realized that he did so because he  
was very ill.",
neutral,I received my promotion letter.,
fear,"I was sleeping I heard the neighbours screaming, I peeped  
through the window and saw a thief  trying to enter my  
neighbour's house.",
anger,"I was annoyed a person higher up asked me why a particular  
job was not done, it was not my job to do it.  ",
disgust,"I was in a train a woman started talking loudly and  
attracting everybody's attention.  The worst thing was that she  
was discussing something, about which she knew nothing, with another person.",
shame,"After a jogging session I had severe abdominal cramps and this  
lead to my wanting to empty my bladder.  My friends gathered  
around me and two of them had to help me to the toilet.  I was  
ashamed at having to go to the toilet in the presence of my  
friends.",
guilt,"A certain woman had asked me to make something for her and I kept  
putting it off.  I finally made it, I did not see her for  
days only to be told one day that she had collapsed and died.  I  
felt quite guilty as she had jokingly said that I might not do  
what she had requested me to do.",
neutral,"I was accepted for my third year (G-10) at my former  
secondary school.",
fear,"I had gone for a medical check-up at the U.T.H and failed to make  
it back on time for the C119 practical sessions at 1400 hours  
last academic year.",
anger,I was mistreated by my step-mother.,
sadness,my aunt passed away in early 1982.,
disgust,"I failed to secure employment after my form 5 in Lusaka despite  
my excellent certificate.",
shame,"I failed my grade 7 exam at the first attempt in 1975.  My  
father and the entire family thought that I was finished in life.  
 I really felt like hiding.",
guilt,"I beat up a first year student at my secondary school in  
my capacity as the deputy head boy.  He had woken up late in the   
morning for manual work.",
fear,"a drunkard barged into a room where my friend and I had run  
in order to get away from him.  We were all alone and all I could  
see was this hand coming towards me.",
sadness,"my family and I heard of the death of my grandfather.  We had  
 seen him a few weeks earlier and it seemed that he had just been  
waiting to see us.",
disgust,"a boy put a handful of cooked potatoes down my dress and  
there was no water to clean up.",
shame,"a soppy poem that I had written to a boy was found and every  
one read it and started teasing me about it.",
neutral,"After a long time (of no communication with him, physical  
illness and worry) my lover came to see me, I least expected  
to see him.",
fear,"Birds had made nests in our thatched roof and they were flying  
and flapping their wings in the bedroom at night.  It was very  
dark and I could not even see my nose.  I did not know that it  
was the birds till my mother told me so.",
sadness,"My elder sister scolded me in front of my younger sisters and  
cousins.  She said that I was very lazy and I felt so sad that I  
cried myself to sleep.",
disgust,"On Christmas day a drunk man came to our house without a shirt  
on, he dansed, spoke nonsense and behaved stupidly.",
shame,I wet my bed at boarding school.,
guilt,"My baby sister was 2-3 months old and I was trying to get  
her on my back, she slipped and fell.",
fear,"I came back from work one day, the friends of my son told me  
that he had not come back from school and that he was lost.",
anger,"My room-mate locked up our room without specifying where I would  
find the keys.  I had to spend several hours in my other friend's  
room.",
sadness,"I lost my grandfather whom I loved very much.  I had not known  
that he had been ill for a very time, I received this  
message he was already dead.",
disgust,"The teacher of one course gave me 10 questions with sub-questions  
going from a to e for each question.  She asked me to do all this  
in one and a half hours.  It involved a lot of describing and  
explaining and even though I knew all the answers, I could not  
finish the work.",
guilt,"I was to inform the neighbour on my left that a robber had been  
spotted the same evening near the house of the neighbour in front.   
I did not do it and the same day the thieves broke into this  
neighbour's house.",
neutral,my father bought me a suit.,
fear,After having taken an exam i feared having failed it.,
anger,"I was badly beaten up by one of my friends during a wedding  
party.",
sadness,I was very sad at hearing that my grandfather had passed away.,
